move_id,name,zh_name,jp_name,type,type_zh,category,category_zh,power,effect_text_52poke,effect_family,effect_code,effect_code_zh,target,stat_affected,stages,major_status,volatile_status,healing_ratio,recoil_ratio,drain_ratio,multi_hit,priority_delta,force_switch,fixed_damage,ohko,charging_move,semi_invulnerable,screen_or_field,weather_set,notes_judgement,source_primary,source_reference,coverage_status,review_status,introduced_generation,feature_gate,system_enabled,usage_status_zh,stable_move_key,variant_group,move_id_display,review_flag
227.0,Encore,再來一次,,Normal,一般,Status,變化,0.0,The target is forced to use its last attack for the next 3 turns. The effects of this move will end immediately if the target runs out of PP for the repeated attack. In double battles a Pokemon who has received an Encore will target a random opponent with single-target attacks.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_227,,227.0,
228.0,Pursuit,追打,,Dark,惡,Physical,物理,80.0,If the target switches out on the current turn this move strikes with doubled power before the switch. Baton Passers still escape safely. When a faster Pokemon uses Pursuit against a U-Turner the U-Turner is hit for normal damage; when a slower Pokemon uses Pursuit against a U-Turner the U-Turner makes its attack then is hit by Pursuit for double power and switches out.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_228,,228.0,
229.0,Rapid Spin,高速旋轉,,Normal,一般,Physical,物理,20.0,Removes Spikes Stealth Rock Toxic Spikes and Leech Seed from the user's side of the field; also frees the user from Bind Clamp Fire Spin Magma Storm Sand Tomb Whirlpool and Wrap. These effects do not occur if the move misses or is used against Ghost-type Pokemon.,volatile_status,,,foe,,,,leech_seed,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_229,,229.0,
230.0,Sweet Scent,甜甜香氣,,Normal,一般,Status,變化,0.0,Lowers the target's Evasion by 1 stage.,stat_change,,,foe,evasion,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_230,,230.0,
231.0,Iron Tail,鐵尾,,Steel,鋼,Physical,物理,100.0,Has a 30% chance to lower the target's Defense by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_231,,231.0,
232.0,Metal Claw,金屬爪,,Steel,鋼,Physical,物理,50.0,Has a 10% chance to raise the user's Attack by 1 stage.,stat_change,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_232,,232.0,
233.0,Vital Throw,借力摔,,Fighting,格鬥,Physical,物理,70.0,This move usually goes last. It ignores Evasion and Accuracy modifiers and never misses except against Protect Detect or a target in the middle of Dig Fly Dive or Bounce.,damage,,,foe,,,,,,,,,-1.0,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_233,,233.0,
234.0,Morning Sun,晨光,,Normal,一般,Status,變化,0.0,Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day 1/2 during regular weather and 1/4 during Rain Dance Hail and Sandstorm.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_234,,234.0,
235.0,Synthesis,光合作用,,Grass,草,Status,變化,0.0,Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day 1/2 during regular weather and 1/4 during Rain Dance Hail and Sandstorm.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_235,,235.0,
236.0,Moonlight,月光,,Normal,一般,Status,變化,0.0,Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day 1/2 during regular weather and 1/4 during Rain Dance Hail and Sandstorm.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_236,,236.0,
237.0,Hidden Power,覺醒力量,,Normal,一般,Special,特殊,70.0,Varies in power and type depending on the user's IVs; maximum 70 BP.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_237,,237.0,
238.0,Cross Chop,十字劈,,Fighting,格鬥,Physical,物理,100.0,Has a high critical hit ratio.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_238,,238.0,
239.0,Twister,龍捲風,,Dragon,龍,Special,特殊,40.0,Has a 20% chance to make the target flinch; power doubles while the target is in mid-air via Fly or Bounce.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_239,,239.0,
240.0,Rain Dance,求雨,,Water,水,Status,變化,0.0,Cancels all other weather moves. For 5 turns: the power of Water attacks is increased by 50% the power of Fire attacks is decreased by 50% Thunder never misses and has a 30% chance to hit through Protect and Detect the power of Solarbeam is halved and the healing power of Morning Sun Synthesis and Moonlight is decreased from 1/2 to 1/4 of the user's max HP. The effects of Rain Dance will last for eight turns if its user is holding Damp Rock.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_240,,240.0,
241.0,Sunny Day,大晴天,,Fire,火,Status,變化,0.0,Cancels all other weather moves. For 5 turns: freezing is prevented the power of Fire attacks is increased by 50% the power of Water attacks is decreased by 50% Solarbeam fires immediately Thunder becomes 50% accurate and the healing power of Morning Sun Synthesis and Moonlight is increased from 1/2 to 2/3 of the user's max HP. The effects of Sunny Day will last for eight turns if its user is holding Heat Rock.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_241,,241.0,
242.0,Crunch,咬碎,,Dark,惡,Physical,物理,80.0,Has a 20% chance to lower the target's Defense by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_242,,242.0,
243.0,Mirror Coat,鏡面反射,,Psychic,超能力,Special,特殊,50.0,Almost always goes last; if an opponent strikes with a Special attack before the user's turn the user retaliates for twice the damage it had endured. In double battles this attack targets the last opponent to hit the user with a Special attack and cannot hit the user's teammate.,counter,,,foe,,,,,,,,,-1.0,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_243,,243.0,
244.0,Psych Up,自我暗示,,Normal,一般,Status,變化,0.0,The user copies all six of the target's current stat modifiers.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_244,,244.0,
245.0,Extreme Speed,神速,,Normal,一般,Physical,物理,80.0,Usually goes first.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_245,,245.0,
246.0,Ancient Power,原始之力,,Rock,岩石,Special,特殊,60.0,Has a 10% chance to raise all of the user's stats by 1 stage.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_246,,246.0,
247.0,Shadow Ball,暗影球,,Ghost,幽靈,Special,特殊,80.0,Has a 20% chance to lower the target's Special Defense by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_247,,247.0,
248.0,Future Sight,預知未來,,Psychic,超能力,Special,特殊,100.0,This move even if the user and/or the target switch out will strike the active target at the end of the second turn after its use. Only one instance of Future Sight or Doom Desire may be active at a time.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_248,,248.0,
249.0,Rock Smash,碎巖,,Fighting,格鬥,Physical,物理,40.0,Has a 50% chance to lower the target's Defense by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_249,,249.0,
250.0,Whirlpool,潮旋,,Water,水,Special,特殊,35.0,Traps the target for 5-6 turns causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn. Base power also doubles when performed against a Pokemon in the middle of using Dive.,volatile_status,,,foe,,,,trapped,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_250,,250.0,
251.0,Beat Up,圍攻,,Dark,惡,Physical,物理,50.0,Each healthy (i.e. not fainted nor inflicted with a status condition) Pokemon in your party contributes a typeless 10 base power hit determined solely by their base Attack and Defense stats.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,2,normal,yes,可用,move_251,,251.0,
252.0,Fake Out,擊掌奇襲,,Normal,一般,Physical,物理,40.0,If this is the user's first move after being sent or switched into battle the target flinches; this move fails otherwise and against targets with Inner Focus.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_252,,252.0,
253.0,Uproar,吵鬧,,Normal,一般,Special,特殊,90.0,The user causes an Uproar and attacks uncontrollably for 3 turns. During the effects of the Uproar active Pokemon cannot fall asleep and sleeping Pokemon sent into battle will wake up.,major_status,,,foe,,,sleep,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_253,,253.0,
254.0,Stockpile,蓄力,,Normal,一般,Status,變化,0.0,Can be used up to three times to power Spit Up or Swallow. Also raises the user's Defense and Special Defense by 1 stage each. Stockpiles and the defensive boosts are lost when these Swallow or Spit Up is used or the user switches out. However the boosts can be Baton Passed.,stat_change,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_254,,254.0,
255.0,Spit Up,噴出,,Normal,一般,Special,特殊,50.0,Power increases with user's Stockpile count; fails with zero Stockpiles.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_255,,255.0,
256.0,Swallow,吞下,,Normal,一般,Status,變化,0.0,This move only works if the user has at least one Stockpile. Restores 1/4 of user's max HP with one Stockpile 1/2 of user's max HP with two Stockpiles and fully restores the user's HP with three Stockpiles.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,Swallow,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_256,,256.0,
257.0,Heat Wave,熱風,,Fire,火,Special,特殊,100.0,Has a 10% chance to burn the target.,major_status,,,foe,,,burn,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_257,,257.0,
258.0,Hail,冰雹,,Ice,冰,Status,變化,0.0,Cancels all other weather moves. For 5 turns: Blizzard never misses and has a 30% chance to hit through Protect and Detect each active Pokemon even when protected by a Substitute loses 1/16 of its max HP unless it is an Ice-type the power of Solarbeam is halved and the healing power of Morning Sun Synthesis and Moonlight is halved. The effects of Hail will last for eight turns if its user is holding Icy Rock.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_258,,258.0,
259.0,Torment,無理取鬧,,Dark,惡,Status,變化,0.0,Prevents the target from using the same move for two turns in a row until the target is switched out. The target will use Struggle every other turn if it cannot attack without using the same move.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_259,,259.0,
260.0,Flatter,吹捧,,Dark,惡,Status,變化,0.0,Confuses the target and raises its Special Attack by 1 stage.,volatile_status,,,foe,,,,confusion,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_260,,260.0,
261.0,Will-O-Wisp,鬼火,,Fire,火,Status,變化,0.0,Burns the target. This move activates Flash Fire.,major_status,,,foe,,,burn,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_261,,261.0,
262.0,Memento,臨別禮物,,Dark,惡,Status,變化,0.0,The user sacrifices itself to lower the target's Attack and Special Attack by 2 stages each.,stat_change,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_262,,262.0,
263.0,Facade,硬撐,,Normal,一般,Physical,物理,50.0,Power doubles if the user is inflicted with burn paralysis or poison.,major_status,,,foe,,,poison,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_263,,263.0,
264.0,Focus Punch,真氣拳,,Fighting,格鬥,Physical,物理,150.0,At the beginning of the round the user tightens its focus; the attack itself usually goes last and will fail if the user is attacked by any other Pokemon during the turn.,damage,,,foe,,,,,,,,,-1.0,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_264,,264.0,
265.0,Smelling Salts,清醒,,Normal,一般,Physical,物理,60.0,If the target is paralyzed power is doubled but the target will be cured.,major_status,,,foe,,,paralysis,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_265,,265.0,
266.0,Follow Me,看我嘛,,Normal,一般,Status,變化,0.0,Almost always goes first. For the rest of the turn all attacks from the opponent's team that target the user's team are redirected toward the user. In double battles the user's teammate will not be protected from attacks that have more than one intended target.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_266,,266.0,
267.0,Nature Power,自然之力,,Normal,一般,Status,變化,50.0,The user generates another move depending on the battle's current terrain. It generates Seed Bomb in any type of grass (as well as in puddles) Hydro Pump while surfing on top of water Rock Slide on any rocky outdoor terrain and inside of caves Earthquake on beach sand desert sand and dirt paths (as well as Wifi) Blizzard in snow and Tri Attack everywhere else. In Battle Revolution the move generates Tri Attack at Courtyard Main Street and Neon Seed Bomb at Sunny Park and Waterfall Hydro Pump at Gateway Rock Slide at Crystal Magma and Stargazer and Earthquake at Sunset.,volatile_status,,,foe,,,,leech_seed,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_267,,267.0,
267.0,Nature Power (Wifi),自然之力,,Ground,地面,Physical,物理,100.0,Earthquake.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化｜歷史變體資料；建議不納入一般可學習招式池。,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_267_wifi_variant,legacy_wifi_variant,267.0,歷史重複變體
268.0,Charge,充電,,Electric,電,Status,變化,0.0,Doubles the power of the user's Electric attacks on the next turn and increases the user's Special Defense by 1 stage.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_268,,268.0,
269.0,Taunt,挑釁,,Dark,惡,Status,變化,0.0,Prevents the target from using non-damaging moves for 3 turns. Assist Copycat Me First Metronome Mirror Move and Sleep Talk are prevented during this time but Bide Counter Endeavor Metal Burst and Mirror Coat are not prevented.,major_status,,,foe,,,sleep,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_269,,269.0,
270.0,Helping Hand,幫助,,Normal,一般,Status,變化,0.0,Always goes first. In double battles the power of the user's partner's attacks is increased by 1.5x for that turn; does nothing in single battles.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_270,,270.0,
271.0,Trick,戲法,,Psychic,超能力,Status,變化,0.0,Exchanges items with the target unless it has Sticky Hold or Multitype. Items lost to this move cannot be recovered by using Recycle.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_271,,271.0,
272.0,Role Play,扮演,,Psychic,超能力,Status,變化,0.0,The user's own ability is overwritten with the target's ability; does nothing if the target's ability is Wonder Guard.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_272,,272.0,
273.0,Wish,祈願,,Normal,一般,Status,變化,0.0,At the end of the next turn the active Pokemon from the user's team is healed by 1/2 of the user's HP; this can be any member of the user's team.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_273,,273.0,
274.0,Assist,藉助,,Normal,一般,Status,變化,0.0,The user performs a random move from any of the Pokemon on its team. Assist cannot generate itself Chatter Copycat Counter Covet Destiny Bond Detect Endure Feint Focus Punch Follow Me Helping Hand Me First Metronome Mimic Mirror Coat Mirror Move Protect Sketch Sleep Talk Snatch Struggle Switcheroo Thief or Trick.,major_status,,,foe,,,sleep,,,,,,,False,,0.0,False,0.0,,,效果複雜，建議專規,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_274,,274.0,
275.0,Ingrain,紮根,,Grass,草,Status,變化,0.0,The user recovers 1/16 of its max HP after each turn but it cannot be switched out or forced to switch out. If a Flying-type Pokemon or a Pokemon with Levitate comes under the effect of Ingrain it will no longer have immunity from Ground-type attacks.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_275,,275.0,
276.0,Superpower,蠻力,,Fighting,格鬥,Physical,物理,120.0,Lowers the user's Attack and Defense by 1 stage each after use.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_276,,276.0,
277.0,Magic Coat,魔法反射,,Psychic,超能力,Status,變化,0.0,Almost always goes first. Until the end of the turn the user will reflect one disabling move back at its user (including teammates); these include status effect inducers confusion inducers (including Flatter and Swagger) Attract trapping moves that do not damage Leech Seed Worry Seed Gastro Acid and negative stat modifiers (except Defog). In double battles Magic Coat will only reflect the first applicable move performed against its user before wearing off.,volatile_status,,,foe,,,,attract,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_277,,277.0,
278.0,Recycle,回收利用,,Normal,一般,Status,變化,0.0,The user's lost item is recovered. Items lost to Bug Bite Fling Natural Gift and Pluck will be recovered if the user of Recycle was the item's original holder; items lost to Trick Switcheroo Thief Covet or Knock Off cannot be recovered.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_278,,278.0,
279.0,Revenge,報復,,Fighting,格鬥,Physical,物理,60.0,Almost always goes last even after another Pokemon's Focus Punch; this move's base power doubles if the user is damaged before its turn.,damage,,,foe,,,,,,,,,-1.0,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_279,,279.0,
280.0,Brick Break,劈瓦,,Fighting,格鬥,Physical,物理,75.0,Reflect and Light Screen are removed from the target's field even if the attack misses or the target is a Ghost-type.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_280,,280.0,
281.0,Yawn,哈欠,,Normal,一般,Status,變化,0.0,If the target stays in battle it falls asleep at the end of the next turn.,major_status,,,foe,,,sleep,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_281,,281.0,
282.0,Knock Off,拍落,,Dark,惡,Physical,物理,20.0,Disables the target's held item unless it has Sticky Hold or Multitype. Items lost to this move cannot be recovered by using Recycle.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_282,,282.0,
283.0,Endeavor,蠻幹,,Normal,一般,Physical,物理,50.0,Inflicts damage equal to the target's current HP Varthe user's current HP.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_283,,283.0,
284.0,Eruption,噴火,,Fire,火,Special,特殊,50.0,Base power decreases as the user's HP decreases.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_284,,284.0,
285.0,Skill Swap,特性互換,,Psychic,超能力,Status,變化,0.0,The user exchanges abilities with the target; does not work if Wonder Guard is the ability of either the user or the target.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_285,,285.0,
286.0,Imprison,封印,,Psychic,超能力,Status,變化,0.0,Until the user faints or switches out the opponent cannot select any moves that it has in common with the user. In double battles this move affects both opponents.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_286,,286.0,
287.0,Refresh,煥然一新,,Normal,一般,Status,變化,0.0,The user recovers from burn poison and paralysis.,healing,,,self,,,poison,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_287,,287.0,
288.0,Grudge,怨念,,Ghost,幽靈,Status,變化,0.0,The target's next move is set to 0 PP if it directly KOs the user.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_288,,288.0,
289.0,Snatch,搶奪,,Dark,惡,Status,變化,0.0,Almost always goes first. Until the end of the turn the user will steal a supporting move from another Pokemon (including teammates). In double battles Snatch only steals the first applicable move performed by another Pokemon before wearing off.,status_move,,,,,,,,,,,,,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_289,,289.0,
290.0,Secret Power,祕密之力,,Normal,一般,Physical,物理,70.0,This move has a 30% chance to inflict a side effect depending on the battle's current terrain. The target may be put to sleep in any type of grass (or in puddles) its Attack may be lowered by 1 stage while surfing on any body of water its Speed may be lowered by 1 stage while on marshy terrain its Accuracy may be lowered by 1 stage on beach sand desert sand and dirt paths (and also in Wifi battles) it may flinch in caves or on rocky outdoor terrain it may become frozen on snowy terrain and it may become paralyzed everywhere else.,major_status,,,foe,,,sleep,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_290,,290.0,
291.0,Dive,潛水,,Water,水,Physical,物理,80.0,On the first turn the user dives underwater becoming uncontrollable and evades all attacks except for Surf and Whirlpool which have doubled power; the user may also be hit underwater if it was previously targeted by Lock-On or Mind Reader or if it is attacked by a Pokemon with No Guard. On the second turn the user attacks.,damage,,,foe,,,,,,,,,,False,,0.0,False,1.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_291,,291.0,
292.0,Arm Thrust,猛推,,Fighting,格鬥,Physical,物理,15.0,Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice a 3/8 chance to hit three times a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link this move will always strike five times.,damage,,,foe,,,,,,,,2-5,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,3,normal,yes,可用,move_292,,292.0,
